latitude,longitude,height,X,Y,Z,name
40.4345206595492,-3.71334898268476,600,4851803.27596011,-314887.178921344,4115217.37934861,chamberi
40.3997200320539,-3.70665322523564,600,4854340.48024809,-314482.168111106,4112274.99668217,madrid_city_1
40.3370048762908,-3.77040307696528,600,4858488.80708295,-320179.765655334,4106968.65329805,rack_1
40.3434176095618,-3.84438854525797,600,4857611.36005457,-326422.307204195,4107511.46003921,Alcorcon1
